部屋主,順番,曲名（ファイル名）,作品名,歌手名,歌った人,コメント,取得日
えみち部屋,61,色香水,ホリミヤ OP,神山羊,みぃちゃん,,2026/1/17
ブルーベリー部屋,61,Lavish!!,勇者パーティーにかわいい子がいたので、告白してみた。 OP,吉乃,ゆに,,2026/1/17
冨塚部屋,61,走れダート競馬,NAR公式動画,亜咲花,gavasotaicyo,,2026/1/17
芝ちゃん部屋,61,サクラハッピーイノベーション,D.C.III～ダ・カーポIII～ OP,新田恵海、宮崎羽衣、佐々木未来、桜咲千依、海保えりか,芝ちゃん,,2026/1/17
えみち部屋,60,ディア・マイ・スペシャル・プレシャス・マーベラス・スウィート・ダーリンズ(パート分け有 本編映像反映),わたしが恋人になれるわけないじゃん、ムリムリ!(※ムリじゃなかった!?) ～ネクストシャイン!～ ED,クインテット,えみち,,2026/1/17
ブルーベリー部屋,60,ロボミ,グランブルーファンタジー,水木一郎,団長,,2026/1/17
冨塚部屋,60,時空を超えて,キスダム -ENGAGE planet- COVER,國府田マリ子,富井精市,,2026/1/17
芝ちゃん部屋,60,未来回帰線,祝福のカンパネラ ED 1,橋本みゆき,ヒロ,,2026/1/17
えみち部屋,59,シンデレラ,古見さんは、コミュ症です。 OP,サイダーガール,ぱにょ,,2026/1/17
ブルーベリー部屋,59,愛を捧げよ～the secret Shangri-la～ キー変更： -3,劇場版 うたの☆プリンスさまっ♪ マジLOVEキングダム,HE★VENS,純一郎,,2026/1/17
冨塚部屋,59,スーパーウルトラハイパーミラクルロマンチック,ヴァルキリードライヴ マーメイド VALKYRIE DRIVE -MERMAID- ED,"敷島魅麗(CV:井口裕香),処女まもり(CV:井澤美香子)",加古,,2026/1/17
芝ちゃん部屋,59,Forget me Not...,魔法少女育成計画 IM,ハードゴア・アリス(日高里菜),せれろん,,2026/1/17
えみち部屋,58,U・D・N,結城友奈は勇者である -大満開の章- 挿入曲,YUSYABU BAND,ギン,,2026/1/17
ブルーベリー部屋,58,【BanG Dream!Ave Mujica】[IN]焚音打／mygo ※13話アニメライブ映像 bb221 (On-Off),-,,ブルーベリー,,2026/1/17
冨塚部屋,58,Boy,フィギュア17 つばさ&ヒカル OP,THE ALFEE,だんちょう,,2026/1/17
芝ちゃん部屋,58,STUDY×STUDY,ハイスクールD×D ED,StylipS,naoo,,2026/1/17
えみち部屋,57,なだめスかし Negotiation,宇崎ちゃんは遊びたい! OP,"鹿乃,宇崎ちゃん(CV:大空直美)",みぃちゃん,,2026/1/17
ブルーベリー部屋,57,僕らは今のなかで,ラブライブ!,,cp,,2026/1/17
冨塚部屋,57,YOU,SHUFFLE! OP,YURIA,黒河,,2026/1/17
芝ちゃん部屋,57,シアワセは月より高く,祝福のカンパネラ OP 1,美郷あき,ぬこ,,2026/1/17
えみち部屋,56,雪解けに【パート分け】 キー変更： -4,学園アイドルマスター,初星学園,えみち,,2026/1/17
ブルーベリー部屋,56,GrandBlue,ぐらんぶる,湘南乃風,少龍,,2026/1/17
冨塚部屋,56,Get No Satisfied!【ワンパンマン(LIVE)・JAM Project【パート分け】(ニコカラ)】,-,,gavasotaicyo,,2026/1/17
芝ちゃん部屋,56,HUGっと!未来☆ドリーマー【Ver2】,HUGっと!プリキュア ED 1,"キュアエール(CV:引坂理絵),キュアアンジュ(CV:本泉莉奈),キュアエトワール(CV:小倉唯)",芝ちゃん,,2026/1/17
えみち部屋,55,チューリングラブ【パート有】,理系が恋に落ちたので証明してみた。 ED,ナナヲアカリ,ぱにょ,,2026/1/17
ブルーベリー部屋,55,ラケナリアの夢,魔術師クノンは見えている OP,ヰ世界情緒,ゆに,,2026/1/17
冨塚部屋,55,YOU GET TO BURNING,機動戦艦ナデシコ OP 1,松澤由実,富井精市,,2026/1/17
芝ちゃん部屋,55,LOVE x HEAVEN,れでぃ×ばと!OP,川澄綾子・中原麻衣・小清水亜美・釘宮理恵,ヒロ,,2026/1/17
えみち部屋,54,のんのん日和(パート分け)【ver3】,のんのんびより,小岩井ことり、村川梨衣、佐倉綾音、阿澄佳奈,ギン,,2026/1/17
ブルーベリー部屋,54,デビ太郎のうた【動画提供いを様】,アイドルマスターシャイニーカラーズ,大崎甜花(CV:前川涼子),団長,,2026/1/17
冨塚部屋,54,Running to Horizon,CTIY HUNTER 3,小室哲哉,加古,,2026/1/17
芝ちゃん部屋,54,Cherish You,冴えない彼女の育てかた IN,矢作紗友里,せれろん,,2026/1/17
えみち部屋,53,You Only Live Once,ユーリ!!!on ICE,YURI!!! on ICE feat. w.hatano,みぃちゃん,,2026/1/17
ブルーベリー部屋,53,【ニコカラ】Reason!!【#アイマス20周年イヤー】 キー変更： -2,-,,純一郎,,2026/1/17
冨塚部屋,53,機神咆吼ッ!デモンベイン!,機神飛翔デモンベイン,生沢佑一,だんちょう,,2026/1/17
芝ちゃん部屋,53,Fly Away,交響詩篇エウレカセブン ED,伊沢麻未,naoo,,2026/1/17
えみち部屋,52,レイドバックジャーニー【Ver2】 キー変更： -4,ゆるキャン△ SEASON3 OP,キミのね,えみち,,2026/1/17
ブルーベリー部屋,52,【学園アイドルマスター】自己肯定感爆上げ↑↑しゅきしゅきソング／藤田ことね (on-off) ※bb182,-,,ブルーベリー,,2026/1/17
冨塚部屋,52,Angel Night～天使のいる場所～,CITY HUNTER2,PSY・S,黒河,,2026/1/17
芝ちゃん部屋,52,HIGH POWERED,侵略!?イカ娘 OP,スフィア,ぬこ,,2026/1/17
えみち部屋,51,アタシのドレス【ver3.0・最終話まで】,メダリスト ED,ねぐせ。,ぱにょ,,2026/1/17
ブルーベリー部屋,51,STAR☆T☆RAIN -New Arrange Ver.-,【推しの子】,B小町,cp,,2026/1/17
冨塚部屋,51,脱力王子,ワンス・アポン・ア・塊魂,新沼譲二,gavasotaicyo,,2026/1/17
芝ちゃん部屋,51,大好き∞無限POWER,HUGっと!プリキュア IN,キュアマシェリ(田村奈央)・キュアアムール(田村ゆかり),芝ちゃん,,2026/1/17
えみち部屋,50,BOW AND ARROW【原作スペシャルMV+アニメ映像】,メダリスト OP,米津玄師,ギン,,2026/1/17
ブルーベリー部屋,50,DADDY! DADDY! DO!,かぐや様は告らせたい?,鈴木雅之 featuring 鈴木愛理,少龍,,2026/1/17
冨塚部屋,50,風の旋律,ふしぎ遊戯 33話ED,坂本千夏,富井精市,,2026/1/17
芝ちゃん部屋,50,本気戦隊ガチレンジャー,みつどもえ増量中!OP1,遠藤正明,ヒロ,,2026/1/17
えみち部屋,49,まっさら,さらざんまい OP,KANA-BOON,みぃちゃん,,2026/1/17
ブルーベリー部屋,49,ふめつのあなた,不滅のあなたへ Op,Perfume,ゆに,,2026/1/17
冨塚部屋,49,あなただけ Dreaming,魔法のスターマジカルエミ,小幡洋子,加古,,2026/1/17
芝ちゃん部屋,49,Sugar&Spice,RELEASE THE SPYCE IN,石川五恵(のぐちゆり),せれろん,,2026/1/17
えみち部屋,48,ピースサイン【公式アニメMV】,僕のヒーローアカデミア,米津玄師,えみち,,2026/1/17
ブルーベリー部屋,48,Preview,転生貴族の異世界冒険録 ～自重を知らない神々の使徒～,内田彩,団長,,2026/1/17
冨塚部屋,48,Armour Zone,仮面ライダーアマゾンズ OP,小林太郎,だんちょう,,2026/1/17
芝ちゃん部屋,48,More-more Lovers!!,えむえむっ! ED,麻生夏子,naoo,,2026/1/17
えみち部屋,47,veil【2話までで仮作成】,炎炎ノ消防隊 ED,須田景凪,ぱにょ,,2026/1/17
ブルーベリー部屋,47,眩耀夜行【ライブ映像 - 4th Live 横浜 Day2】,ラブライブ!蓮ノ空女学院スクールアイドルクラブ 103期7月度Fes×LIVE楽曲,スリーズブーケ,純一郎,,2026/1/17
冨塚部屋,47,トップをねらえ!～Fly Away～【DUO】,トップをねらえ! Gun Buster IN,"日髙のり子,佐久間レイ",黒河,,2026/1/17
芝ちゃん部屋,47,HANA-UTA,会長はメイド様!IM,豊崎愛生,ぬこ,,2026/1/17
えみち部屋,46,名前のない怪物,PSYCHO-PASS ED 1,EGOIST,ギン,,2026/1/17
ブルーベリー部屋,46,【デッドマウント・デスプレイ】[op]スクラップアート／水瀬いのり bb232 (On-Off),-,,ブルーベリー,,2026/1/17
冨塚部屋,46,アブナイキオク【パート分け】,かぐや様は告らせたい 大人への階段 OP,"鈴木雅之,古賀葵",gavasotaicyo,,2026/1/17
芝ちゃん部屋,46,HUGっと!YELL FOR YOU,HUGっと!プリキュア ED,引坂理絵,芝ちゃん,,2026/1/17
えみち部屋,45,KABANERI OF THE IRON FORTRESS,甲鉄城のカバネリ OP,EGOIST,みぃちゃん,,2026/1/17
ブルーベリー部屋,45,Trio Dreams【パート分け】,キミとアイドルプリキュア♪ ED,キュアアイドル キュアウインク キュアキュンキュン,cp,,2026/1/17
冨塚部屋,45,BELIEF,新井健一郎 CH,"竹達彩奈,悠木碧",富井精市,,2026/1/17
芝ちゃん部屋,45,みっつ数えて大集合!,みつどもえ OP,高垣彩陽・明坂聡美・戸松遥,ヒロ,,2026/1/17
なぎ部屋,44,One for All(パート分け)【ver3.1】,アニマエール!,神ノ木高校チアリーディング部,ラキア,,2026/1/17
えみち部屋,44,まっさかさマジック!【ver2】 キー変更： -4,姫様“拷問”の時間です OP,shallm,えみち,,2026/1/17
ブルーベリー部屋,44,STAND PROUD,ジョジョの奇妙な冒険 スターダストクルセイダース,橋本仁,少龍,,2026/1/17
冨塚部屋,44,INTERNET YAMERO,NEEDY GIRL OVERDOSE IM,KOTOKO,加古,,2026/1/17
芝ちゃん部屋,44,レアドロ☆KOI☆こい!ワンモア!,ファンタシースターオンライン2 THE Animation,"諏訪彩花, M・A・O",せれろん,,2026/1/17
なぎ部屋,43,Memories(パート分け)【ver3】,こみっくがーるず,こみっくがーるず(赤尾ひかる、本渡楓、大西沙織、高橋李依),ネム,,2026/1/17
えみち部屋,43,明日は明日の風が吹く,姫様“拷問”の時間です ED,LEEVELLES,ぱにょ,,2026/1/17
ブルーベリー部屋,43,Kill the Noise,勇者刑に処す OP,SPYAIR,ゆに,,2026/1/17
冨塚部屋,43,地球に I Love You,特装機兵ドルバック,WELCOME,だんちょう,,2026/1/17
芝ちゃん部屋,43,BULLET MERMAID,神田川JET GIRLS OP,"篠原侑,小原莉子",naoo,,2026/1/17
なぎ部屋,42,ふ・れ・ん・ど・し・た・い(パート分け)【ver3】,がっこうぐらし!,学園生活部(水瀬いのり、小澤亜季、M・A・O、高橋李依),なぎ,,2026/1/17
えみち部屋,42,Brand-new Style!! ～魔法みたいな Show time～【パート分け】,この中に1人、妹がいる! IN,StylipS,ギン,,2026/1/17
ブルーベリー部屋,42,MONSTER GENERATiON,劇場版アイドリッシュセブン LIVE 4bit BEYOND THE PERiOD,IDOLiSH7,団長,,2026/1/17
冨塚部屋,42,Follow Your Fantasy,Cygames 10周年記念ソング,May'n,黒河,,2026/1/17
芝ちゃん部屋,42,Be star,アイカツフレンズ!ED2,ひびき from BEST FRIENDS!,ぬこ,,2026/1/17
なぎ部屋,41,Daydream café(パート分け)【ver1.1】,ご注文はうさぎですか?,Petit Rabbit's,にゃむい,,2026/1/17
えみち部屋,41,Brand New Day【bb115】,この恋で鼻血を止めて OP,LEEVELLES,みぃちゃん,,2026/1/17
ブルーベリー部屋,41,What is my LIFE?,イキヅライブ!LOVELIVE! BLUEBIRD 1stシングル,いきづらい部,純一郎,,2026/1/17
冨塚部屋,41,JUMP,少年ジャンプ,梅田サイファー,gavasotaicyo,,2026/1/17
芝ちゃん部屋,41,We can!!HUGっと!プリキュア【Ver4】,HUGっと!プリキュア OP,宮本佳那子,芝ちゃん,,2026/1/17
なぎ部屋,40,純真Always,無彩限のファントム・ワールド ED,田所あずさ,なぎ,,2026/1/17
えみち部屋,40,BRAND NEW WORLD,ONE PIECE,D-51,えみち,,2026/1/17
ブルーベリー部屋,40,【劇場版総集編 ガールズバンドクライ】[op]もう何もいらない未来／トゲナシトゲアリ bb239 (On-Off),-,,ブルーベリー,,2026/1/17
冨塚部屋,40,蒼い嵐,ふしぎ遊戯 IM,冬馬由美,富井精市,,2026/1/17
芝ちゃん部屋,40,青空トライアングル,はなまる幼稚園 OP,真堂圭・高垣彩陽・MAKO,ヒロ,,2026/1/17
なぎ部屋,39,ストロボメモリー【《アニメ映像》ダイナゼノン】,SSSS.DYNAZENON ED,内田真礼,にゃむい,,2026/1/17
えみち部屋,39,まほ_魔法少女サイト_i☆Ris_Changing point__1_yo_off-on_st_,ま,,ぱにょ,,2026/1/17
ブルーベリー部屋,39,ルンがピカッと光ったら【ワルキューレLIVE2017映像,フレイアソロver】,マクロスΔ(デルタ),ワルキューレ,,2026/1/17
冨塚部屋,39,Deal with the devil,賭ケグルイ ED,Tia,加古,,2026/1/17
芝ちゃん部屋,39,Delicious Smile【(VC)】,絶対防衛レヴィアタン IM,笹本菜津枝,せれろん,,2026/1/17
なぎ部屋,38,微かな密かな確かなミライ,龍ヶ嬢七々々の埋蔵金,スフィア,ラキア,,2026/1/17
えみち部屋,38,Brand New World {onのみ},Re:_ハマトラ,ayami,ギン,,2026/1/17
ブルーベリー部屋,38,破滅の純情,マクロスΔ,ワルキューレ,少龍,,2026/1/17
冨塚部屋,38,本気にしないで,ダーティペアFLASH3 OP,國府田マリ子,だんちょう,,2026/1/17
芝ちゃん部屋,38,Bitter Sweet Harmony,すのはら荘の管理人さん OP,中島愛,naoo,,2026/1/17
なぎ部屋,37,イマココ【音源修正】,月がきれい OP,東山奈央,ネム,,2026/1/17
えみち部屋,37,風が吹く街,文豪ストレイドッグス ED 2,ラックライフ,みぃちゃん,,2026/1/17
ブルーベリー部屋,37,Bのリベンジ【アニメ映像ver1.0・1話映像・パート分け有り】,【推しの子】 IN,B小町,ゆに,,2026/1/17
冨塚部屋,37,Butterfly Core,名探偵コナン OP37,VALSHE,黒河,,2026/1/17
芝ちゃん部屋,37,キミにロックオン,アイカツスターズ!IN,ななせ・りえ from AIKATSU☆STARS!,ぬこ,,2026/1/17
なぎ部屋,36,はじまりのセツナ【ver2】,明日ちゃんのセーラー服 OP,蠟梅学園中等部1年3組,ネム,,2026/1/17
えみち部屋,36,【テイルズ オブ シンフォニア】「Starry Heavens ver2013」[misono][ON-OFF] キー変更： -5,-,,えみち,,2026/1/17
ブルーベリー部屋,36,月に向かって撃て【Ver1 暫定版】,真夜中ハートチューン,星街すいせい,団長,,2026/1/17
冨塚部屋,36,ナイワ,学園アイドルマスター,3年1組,gavasotaicyo,,2026/1/17
芝ちゃん部屋,36,Dokkin♢魔法つかいプリキュア!part2【Ver3】,魔法つかいプリキュア! OP2,北川理恵,芝ちゃん,,2026/1/17
なぎ部屋,35,ひとりぼっちのモノローグ(Ver2)(パート分け),ひとりぼっちの○○生活,"一里ぼっち,砂尾なこ,本庄アル,ソトカ・ラキター",なぎ,,2026/1/17
えみち部屋,35,テイルズ オブ ゼスティリア ザ クロス OP_風ノ唄_FLOW_2CH ver03,て,,ぱにょ,,2026/1/17
ブルーベリー部屋,35,未完成ドリーム!,スクールアイドルミュージカル テーマソング,椿咲花女子&滝桜女学院,純一郎,,2026/1/17
冨塚部屋,35,悲しみをそっとみちづれに,ダーティペアFLASH IM,松本梨香,富井精市,,2026/1/17
芝ちゃん部屋,35,蒼い春,生徒会役員共 ED,angela,ヒロ,,2026/1/17
なぎ部屋,34,My dream girls(パート分け)【ver2】,魔法少女にあこがれて,NACHERRY,にゃむい,,2026/1/17
えみち部屋,34,CODE：BREAKER / DARK SHAME / GRANRODEO,,,ギン,,2026/1/17
ブルーベリー部屋,34,【幼馴染とはラブコメにならない】[op]あいらびゅ♡／HoneyWorks meets 久住琳 芹澤優 平塚紗依 山本悠有希 ※パート分け有耳コピ bb242 (On-Off),-,,ブルーベリー,,2026/1/17
冨塚部屋,34,おまじないの歌【パート分け有り】,楽しいムーミン一家 Op,ポンピン隊 ～ムーミン谷の仲間たち～,加古,,2026/1/17
芝ちゃん部屋,34,悠久のカタルシス,アズールレーン The Animation IM,エンタープライズ(石川由依),せれろん,,2026/1/17
なぎ部屋,33,Plastic Smile,ひげを剃る。そして女子高生を拾う。 ED,石原夏織,ラキア,,2026/1/17
えみち部屋,33,7 seven,七つの大罪,FLOW・GRANRODEO,みぃちゃん,,2026/1/17
ブルーベリー部屋,33,POP IN 2【《Ver2.1》パート分け有り】,【推しの子】 IN,B小町,cp,,2026/1/17
冨塚部屋,33,勝利者達の挽歌ドモン Ver,機動武闘伝Gガンダム,関智一,だんちょう,,2026/1/17
芝ちゃん部屋,33,ノンファンタジー,いつだって僕らの恋は10センチだった。 OP,LIP×LIP,naoo,,2026/1/17
なぎ部屋,32,ワンダードライブ,アリスと蔵六 Alice&Zouroku OP,ORESAMA,ネム,,2026/1/17
えみち部屋,32,The Ohter Self,黒子のバスケ,GRANRODEO,えみち,,2026/1/17
ブルーベリー部屋,32,閃光,機動戦士ガンダム 閃光のハサウェイ,[Alexandros],少龍,,2026/1/17
冨塚部屋,32,Bravin' Bad Brew,Venus Versus Virus,Riryka,黒河,,2026/1/17
芝ちゃん部屋,32,翼をください,オオカミさんと七人の仲間たち IM,川澄綾子,ぬこ,,2026/1/17
なぎ部屋,31,アノーイング!さんさんウィーク!(パート分け)【ver2.5】,先輩がうざい後輩の話,楠木ともり、早見沙織、青山玲菜、古賀葵,なぎ,,2026/1/17
えみち部屋,31,Naked Dive,無彩限のファントム・ワールド OP,SCREEN mode,ぱにょ,,2026/1/17
ブルーベリー部屋,31,ニンゲン,人外教室の人間嫌い教師 OP,オーイシマサヨシ,ゆに,,2026/1/17
冨塚部屋,31,戰鬥男孩(広東語)【機動武闘伝Gガンダム・葉富生(ニコカラ)】,-,,gavasotaicyo,,2026/1/17
芝ちゃん部屋,31,赤頭巾ちゃん御用心,オオカミさんと七人の仲間たち,OToGi 8,芝ちゃん,,2026/1/17
なぎ部屋,30,夏の花火と君と青【パート分け】,本人映像 ZeppTour2023「Superday」,DIALOGUE+,にゃむい,,2026/1/17
えみち部屋,30,追い風トラベラーズ【パート分け】,ゾンビランドサガ リベンジ,フランシュシュ,ギン,,2026/1/17
ブルーベリー部屋,30,恋はドッグファイト,歌マクロス In,シェリル・ノーム starring May'n,団長,,2026/1/17
